timestamp,sentiment,tally
2018-05-02,positive,448
2018-05-03,negative,99
2018-05-03,neutral,488
2018-05-03,positive,433
2018-05-04,negative,83
2018-05-04,neutral,470
2018-05-04,positive,467
2018-05-05,negative,84
2018-05-05,neutral,444
2018-05-05,positive,492
2018-05-06,negative,83
2018-05-06,neutral,446
2018-05-06,positive,491
2018-05-07,negative,85
2018-05-07,neutral,466
2018-05-07,positive,469
2018-05-08,negative,73
2018-05-08,neutral,415
2018-05-08,positive,532
2018-05-09,negative,88
2018-05-09,neutral,457
2018-05-09,positive,475
2018-05-10,negative,97
2018-05-10,neutral,435
2018-05-10,positive,488
2018-05-11,negative,87
2018-05-11,neutral,430
2018-05-11,positive,503
2018-05-12,negative,99
2018-05-12,neutral,449
2018-05-12,positive,472
2018-05-13,negative,80
2018-05-13,neutral,423
2018-05-13,positive,517
2018-05-14,negative,90
2018-05-14,neutral,438
2018-05-14,positive,492
2018-05-15,negative,84
2018-05-15,neutral,498
2018-05-15,positive,438
2018-05-16,negative,60
2018-05-16,neutral,663
2018-05-16,positive,297
2018-05-17,negative,70
2018-05-17,neutral,532
2018-05-17,positive,418
2018-05-18,negative,62
2018-05-18,neutral,522
2018-05-18,positive,435
2018-05-19,negative,72
2018-05-19,neutral,522
2018-05-19,positive,426
2018-05-20,negative,69
2018-05-20,neutral,460
2018-05-20,positive,491
2018-05-21,negative,72
2018-05-21,neutral,540
2018-05-21,positive,408
2018-05-22,negative,51
2018-05-22,neutral,635
2018-05-22,positive,334
2018-05-23,negative,96
2018-05-23,neutral,465
2018-05-23,positive,459
2018-05-24,negative,89
2018-05-24,neutral,420
2018-05-24,positive,511
2018-05-25,negative,72
2018-05-25,neutral,464
2018-05-25,positive,484
2018-05-26,negative,88
2018-05-26,neutral,424
2018-05-26,positive,508
2018-05-27,negative,94
2018-05-27,neutral,427
2018-05-27,positive,499
2018-05-28,negative,96
2018-05-28,neutral,436
2018-05-28,positive,488
2018-05-29,negative,87
2018-05-29,neutral,447
2018-05-29,positive,486
2018-05-30,negative,92
2018-05-30,neutral,410
2018-05-30,positive,518
2018-05-31,negative,84
2018-05-31,neutral,436
2018-05-31,positive,500
2018-06-01,negative,87
2018-06-01,neutral,463
2018-06-01,positive,470
2018-06-02,negative,93
2018-06-02,neutral,421
2018-06-02,positive,493
2018-06-03,negative,96
2018-06-03,neutral,420
2018-06-03,positive,504
2018-06-04,negative,91
2018-06-04,neutral,441
2018-06-04,positive,488
2018-06-05,negative,90
2018-06-05,neutral,437
2018-06-05,positive,493
2018-06-06,negative,91
2018-06-06,neutral,413
2018-06-06,positive,516
2018-06-07,negative,91
2018-06-07,neutral,420
2018-06-07,positive,509
2018-06-08,negative,108
2018-06-08,neutral,414
2018-06-08,positive,498
2018-06-09,negative,100
2018-06-09,neutral,431
2018-06-09,positive,489
2018-06-10,negative,71
2018-06-10,neutral,450
2018-06-10,positive,499
2018-06-11,negative,87
2018-06-11,neutral,426
2018-06-11,positive,507
2018-06-12,negative,73
2018-06-12,neutral,451
2018-06-12,positive,496
2018-06-13,negative,94
2018-06-13,neutral,443
2018-06-13,positive,483
2018-06-14,negative,88
2018-06-14,neutral,454
2018-06-14,positive,478
2018-06-15,negative,97
2018-06-15,neutral,461
2018-06-15,positive,462
2018-06-16,negative,69
2018-06-16,neutral,455
2018-06-16,positive,496
2018-06-17,negative,83
2018-06-17,neutral,434
2018-06-17,positive,503
2018-06-18,negative,97
2018-06-18,neutral,411
2018-06-18,positive,512
2018-06-19,negative,113
2018-06-19,neutral,403
2018-06-19,positive,504
2018-06-20,negative,165
2018-06-20,neutral,384
2018-06-20,positive,471
2018-06-21,negative,92
2018-06-21,neutral,432
2018-06-21,positive,496
2018-06-22,negative,93
2018-06-22,neutral,447
2018-06-22,positive,480
2018-06-23,negative,96
2018-06-23,neutral,413
2018-06-23,positive,511
2018-06-24,negative,86
2018-06-24,neutral,416
2018-06-24,positive,518
2018-06-25,negative,82
2018-06-25,neutral,477
2018-06-25,positive,461
2018-06-26,negative,105
2018-06-26,neutral,410
2018-06-26,positive,505
2018-06-27,negative,76
2018-06-27,neutral,470
2018-06-27,positive,474
2018-06-28,negative,83
2018-06-28,neutral,456
2018-06-28,positive,481
2018-06-29,negative,78
2018-06-29,neutral,429
2018-06-29,positive,513
2018-06-30,negative,97
2018-06-30,neutral,448
2018-06-30,positive,475
2018-07-01,negative,93
2018-07-01,neutral,428
2018-07-01,positive,499
2018-07-02,negative,91
2018-07-02,neutral,405
2018-07-02,positive,524
2018-07-03,negative,85
2018-07-03,neutral,444
2018-07-03,positive,491
2018-07-04,negative,88
2018-07-04,neutral,457
2018-07-04,positive,475
2018-07-05,negative,99
2018-07-05,neutral,426
2018-07-05,positive,495
2018-07-06,negative,77
2018-07-06,neutral,445
2018-07-06,positive,498
2018-07-07,negative,87
2018-07-07,neutral,486
2018-07-07,positive,447
2018-07-08,negative,92
2018-07-08,neutral,438
2018-07-08,positive,490
2018-07-09,negative,93
2018-07-09,neutral,460
2018-07-09,positive,467
2018-07-10,negative,85
2018-07-10,neutral,427
2018-07-10,positive,508
2018-07-11,negative,99
2018-07-11,neutral,446
2018-07-11,positive,475
2018-07-12,negative,86
2018-07-12,neutral,428
2018-07-12,positive,506
2018-07-13,negative,87
2018-07-13,neutral,465
2018-07-13,positive,468
2018-07-14,negative,95
2018-07-14,neutral,451
2018-07-14,positive,474
2018-07-15,negative,90
2018-07-15,neutral,434
2018-07-15,positive,496
2018-07-16,negative,90
2018-07-16,neutral,432
2018-07-16,positive,498
2018-07-17,negative,85
2018-07-17,neutral,468
2018-07-17,positive,467
2018-07-18,negative,93
2018-07-18,neutral,403
2018-07-18,positive,524
2018-07-19,negative,116
2018-07-19,neutral,426
2018-07-19,positive,478
2018-07-20,negative,106
2018-07-20,neutral,405
2018-07-20,positive,508
2018-07-21,negative,87
2018-07-21,neutral,430
2018-07-21,positive,503
2018-07-22,negative,76
2018-07-22,neutral,438
2018-07-22,positive,506
2018-07-23,negative,103
2018-07-23,neutral,454
2018-07-23,positive,463
2018-07-24,negative,90
2018-07-24,neutral,436
2018-07-24,positive,494
2018-07-25,negative,99
2018-07-25,neutral,426
2018-07-25,positive,495
2018-07-26,negative,82
2018-07-26,neutral,445
2018-07-26,positive,493
2018-07-27,negative,85
2018-07-27,neutral,438
2018-07-27,positive,497
2018-07-28,negative,83
2018-07-28,neutral,444
2018-07-28,positive,493
2018-07-29,negative,87
2018-07-29,neutral,454
2018-07-29,positive,479
2018-07-30,negative,100
2018-07-30,neutral,432
2018-07-30,positive,488
2018-07-31,negative,91
2018-07-31,neutral,447
2018-07-31,positive,482
2018-08-01,negative,102
2018-08-01,neutral,437
2018-08-01,positive,481
2018-08-02,negative,91
2018-08-02,neutral,464
2018-08-02,positive,465
2018-08-03,negative,103
2018-08-03,neutral,428
2018-08-03,positive,489
2018-08-04,negative,88
2018-08-04,neutral,463
2018-08-04,positive,469
2018-08-05,negative,81
2018-08-05,neutral,430
2018-08-05,positive,509
2018-08-06,negative,77
2018-08-06,neutral,440
2018-08-06,positive,503
2018-08-07,negative,75
2018-08-07,neutral,468
2018-08-07,positive,477
2018-08-08,negative,82
2018-08-08,neutral,445
2018-08-08,positive,492
2018-08-09,negative,102
